1,1,お見通し
2,1,平手打ち
3,1,さようなら
4,1,ダメよダメ
5,1,お家柄
6,1,口移し
7,1,はじまった…
8,1,恥さらし
9,1,まるはだか
10,1,罪の味
11,1,逃避行
12,1,バラの花
13,1,それが、愛
14,1,南京錠
15,1,未亡人
16,1,血がにじむ
17,1,貧相ね
18,1,爪の痕
19,1,メス豚め！
20,1,保険金
21,1,アイマスク
22,1,おかみさん
23,1,微笑んで
24,1,一億円
25,1,泥棒猫
26,1,冷たい手
27,1,御曹司
28,1,別れても
29,1,ウソまみれ
30,1,言われたい
31,1,義理の兄
32,1,腕枕
33,1,裏の顔
34,1,人知れず
35,1,地下室で
36,1,好きすぎて
37,1,一緒だよ
38,1,みたくない
39,1,汚らわしい
40,1,お義母さま
41,1,良くってよ！
42,1,愛の奴隷
43,1,罵倒され
44,1,許さないっ！
45,1,昼下がり
46,1,たかぶって
47,1,おとなりの
48,1,青いあざ
49,1,もしかして
50,1,ひひひひひ！
51,1,腹違い
52,1,叫び声
53,1,二人きり
54,1,もう、限界
55,1,全部、嘘
56,1,落ちぶれて
57,1,よく言うわ
58,1,恐ろしい…
59,1,お待ちなさい！
60,1,お義父様
61,1,浮気モノ！
62,1,役立たず！
63,1,粗大ゴミ！
64,1,ドント・タッチ・ミー！
65,1,あんた、バカ？
66,1,くすり指
67,1,開かずの間
68,1,たまらない
69,1,旦那様
70,1,はちあわせ
71,1,ほっほほほ！
72,1,上半身
73,1,下半身
74,1,出刃包丁
75,1,イヤリング
76,1,背負い投げ
77,1,エンディング
78,1,シャンデリア
79,1,いやあああ！
80,1,浅ましい
81,1,団地妻
82,1,はやくして！
83,1,もう終わり
84,1,恋泥棒
